LongName,Wage_euro,OVA
Lukas Mühl,5000,69
Ertuğrul Ersoy,4000,69
Florin Ștefan,5000,69
Markus Kolke,2000,69
Román Torres,4000,69
Emidio Dener Hoffman Vaz,12000,69
Edgar Bruno da Silva,5000,69
Boubakar Kouyaté,7000,69
Filipe Miguel Barros Soares,5000,69
Ronald Araujo,33000,69
Mathieu Peybernès,5000,69
Miguel Ponce,19000,69
Kyo Won Han,6000,69
Tom Carroll,6000,69
Mikkel Rygaard,7000,69
Jens-Lys Cajuste,8000,69
Michael Dawson,14000,69
Lamine Gassama,11000,69
Silvère Ganvoula,9000,69
Dennis Srbeny,11000,69
Richardson dos Santos,6000,69
Jorge Filipe Avelino Teixeira,7000,69
Kee Hee Kim,4000,69
Lazar Rosić,6000,69
Qazim Laçi,3000,69
Jordan Siebatcheu,18000,69
Filip Malbašić,14000,69
Alexander Munksgaard,6000,69
Luis González,3000,69
Simon Sandberg,3000,69
Stefano Moreo,3000,69
Ljuban Crepulja,6000,69
Lazaros Lamprou,5000,69
Víctor Mollejo Carpintero,12000,69
Lyndon Dykes,5000,69
Ante Kulušić,11000,69
Ryan Leonard,7000,69
Elliot Käck,4000,69
Brian Hämäläinen,6000,69
Declan Rudd,11000,69
Marko Mihojević,9000,69
Julian Chabot,8000,69
Anel Ahmedhodžić,3000,69
Ben Rienstra,7000,69
Yukinari Sugawara,4000,69
David Bingham,3000,69
Sonny Bradley,7000,69
Héctor Fertoli,9000,69
Álvaro Arroyo Martínez,4000,69
Larry Azouni,6000,69
Jonás Gutiérrez,6000,69
Edwuin Cetré,2000,69
Matt Smith,8000,69
Billy Bodin,14000,69
Bailey Peacock-Farrell,14000,69
Gabriel Carrasco,7000,69
Manuel Fernández,3000,69
Even Hovland,4000,69
Dominik Furman,9000,69
Uroš Đurđević,6000,69
Unai Medina Pérez,4000,69
Kévin Vandendriessche,6000,69
Franco Sbuttoni,6000,69
Álvaro Fernández Llorente,7000,69
Brayan Véjar,3000,69
Nico Mantl,2000,69
Caio Rodrigo Padricio Resende,6000,69
Okechukwu Azubuike,13000,69
Jonathan Rodríguez,6000,69
Jérémy Mellot,5000,69
Andrés Montero,2000,69
Peter Abrahamsson,2000,69
Andrea Barberis,2000,69
Jelle Bataille,4000,69
Lautaro Comas,7000,69
Damián Lemos,7000,69
Gustavo Hamer,17000,69
Jordan Beyer,10000,69
Michael Verrips,10000,69
Ander Cantero Armendariz,4000,69
Benito Ramírez del Toro,5000,69
Luis Díaz,3000,69
Isaac Cofie,8000,69
Han Been Yang,5000,69
Weilson Emílio Leal Cintra,8000,69
Dave Bulthuis,4000,69
Kal Naismith,3000,69
Ryosuke Yamanaka,6000,69
Carlos Cisneros,10000,69
Mohamed Buya Turay,8000,69
Césario Marco Figueirido Pesso,6000,69
Andrew Hjulsager,6000,69
Jalal Daoudi,9000,69
Fabrício I. Fonseca de Jesus,4000,69
Gabriele Moncini,8000,69
Jonathan Bolingi,11000,69
Adam Jakubech,9000,69
Mauro Vigorito,12000,69
Maynor Figueroa,3000,69
Merveille Bokadi,6000,69
Javier Avilés Cortés,5000,68
Hugo Vallejo Avilés,32000,68
Filippo Bandinelli,2000,68
Volkan Fındıklı,7000,68
Chan Hee Han,4000,68
Artur Sobiech,7000,68
Uwe Hünemeier,8000,68
Jens Stage,8000,68
Florent Ogier,3000,68
Eiji Kawashima,5000,68
Anthony Jung,8000,68
Jules Van Cleemput,5000,68
Nicolai Larsen,3000,68
Jamie Young,2000,68
Alon Turgeman,9000,68
Amadou Ciss,2000,68
Frederik Holst,2000,68
Sascha Bigalke,3000,68
Cenk Şahin,6000,68
Salman Muwashar,14000,68
Murilo Henrique Pereira Rocha,5000,68
Kalidou Sidibé,2000,68
Chris Mueller,4000,68
Joe Lumley,3000,68
Andrew Considine,4000,68
Lucas Possignolo,4000,68
Alejandro Catena Marugán,3000,68
Gustavo da Silva Sousa,6000,68
Maurice Trapp,6000,68
Besar Halimi,4000,68
Vincent Rüfli,6000,68
Maciej Wilusz,3000,68
Fabian Schnellhardt,8000,68
Declan Gallagher,3000,68
Ivan Šaponjić,17000,68
Kyle Beckerman,2000,68
Arne Feick,7000,68
Danny Ward,13000,68
Michael Ihiekwe,15000,68
Emmanuel Hackman,3000,68
Alberto Cayarga Fernández,3000,68
Francisco Venegas,11000,68
Mads Pedersen,8000,68
Guram Kashia,3000,68
Cristiano Pereira Figueiredo,4000,68
Martin Kobylański,7000,68
Leandro Marín,6000,68
Guilherme Schettine Guimarães,6000,68
Tarik Tissoudali,6000,68
Besart Berisha,2000,68
Cayetano Quintana Hernández,12000,68
Simón Moreno Barroso,11000,68
Pierre-Yves Ngawa,6000,68
Godswill Ekpolo,2000,68
Jonathan Delaplace,11000,68
Jeison Angulo,1000,68
João Miguel Ribeiro Vigário,4000,68
Pedro Chirivella Burgos,9000,68
Tatsuya Tanaka,2000,68
Immanuel Höhn,8000,68
Oğuz Ceylan,6000,68
Joseph-Claude Gyau,3000,68
Nicolás Aguirre,6000,68
Brayan Rovira,2000,68
Felix Platte,8000,68
Tomás Nicolas Nuninho Alfaro,8000,68
Riccardo Marchizza,7000,68
Simone Grippo,5000,68
Óscar Santiago Sendinho Pindo,8000,68
Driess Saddiki,4000,68
Maciej Sadlok,2000,68
Matt Godden,19000,68
Felipe Seymour,2000,68
Berat Ayberk Özdemir,6000,68
Melvin Luan Regalo Sousa,7000,68
Vanja Milinković-Savić,10000,68
Kosuke Nakamura,3000,68
Nikola Čumić,3000,68
Cristian Dell'Orco,8000,68
Ahmed Kutucu,9000,68
Josep Martínez Riera,11000,68
Andrew Farrell,4000,68
Aron Dønnum,2000,68
Manconi Soriano Mané,5000,68
Hirotaka Mita,5000,68
Robin Yalçın,7000,68
Ryuta Koike,4000,68
Bruno Romo,5000,68
Marcelo dos Santos Ferreira,4000,68
Alejandro Mayorga,14000,68
Mark Duffy,5000,68
Darren Keet,5000,68
André Alexandre Carreira Sousa,7000,68
Ben Thompson,6000,68
Nathaniel Phillips,22000,68
Daniel Opare,6000,68
Yan Wu,5000,68
Florentin Pogba,3000,68
Josh Ruffels,5000,68
Edgar Zaldívar,5000,68
Matías Vera,3000,68
Yoichiro Kakitani,4000,68
Michael Olise,2000,68
Gabriel Suazo,3000,68
Sang Ho Na,4000,68
Santiago Vergini,8000,68
Nasser Chamed,5000,68
Cristian Gutiérrez,3000,68
Sofian Kiyine,17000,68
Kengo Nakamura,4000,68
Kenta Nishizawa,2000,68
Pep Biel Mas Jaume,8000,68
Min Tae Kim,3000,68
Antonio Cortés Heredia,8000,68
Julien Lopez,5000,68
Selim Ay,6000,68
Alin Toșca,6000,68
Christopher Rocchia,11000,68
Federico Varela,9000,68
Pål André Helland,4000,68
Gilles Dewaele,5000,68
Iván Ledezma,2000,68
Jurgen Ekkelenkamp,5000,68
Gilles Sunu,3000,68
Massimo Volta,7000,68
Reagy Ofosu,6000,68
Karl Holmberg,4000,68
Nehuén Paz,12000,68
Uğur Uçar,13000,68
Michael Hefele,18000,68
Ho Nam Kim,2000,68
Anderson José Lopes de Souza,3000,68
Nail Umyarov,13000,68
Cauley Woodrow,6000,68
Lee Gregory,13000,68
Brayan Garnica,9000,68
Keinan Davis,19000,68
Seung Woo Lee,6000,68
Pierre Sagna,3000,68
Yosuke Kashiwagi,6000,68
Martin Hongla,7000,68
Thorsten Röcher,5000,68
Joffrey Cuffaut,3000,68
Manuel Kerhe,5000,68
Łukasz Zwoliński,5000,68
Liam Henderson,12000,68
Quentin Cornette,4000,68
Michael Estrada,8000,68
Vakoun Issouf Bayo,18000,68
Osman Bukari,7000,68
Joshua John,4000,68
Edo Kayembe,4000,68
Alexandru Mățan,4000,68
Bafodé Diakité,2000,68
Mickaël Alphonse,3000,68
Leonardo Morosini,12000,68
Sandeiro Luan Leal Neto,4000,68
Woo Yeong Jeong,7000,68
Farid El Melali,8000,68
Teerasil Dangda,2000,68
Brandon Borrello,9000,68
Guangtai Jiang,9000,68
Joey Pelupessy,8000,68
Gabriel Castellón,3000,68
Alpha Sissoko,10000,68
Ryan Sanusi,5000,68
Davide Maurício Eustáquio Silva,11000,68
Matthieu Saunier,11000,68
Eric Ocansey,6000,68
Nicolás Gorosito,4000,68
Michele Di Gregorio,1000,68
Andrei Ciobanu,4000,68
Cristian Bonilla,2000,68
Chey Dunkley,8000,68
Henrique Gelain Custódio,3000,68
Zlatko Dedič,4000,68
Niko Kijewski,6000,68
Josh Tymon,8000,68
Hyung Min Shin,5000,68
Michal Peškovič,2000,68
Ahmed Yasin,3000,68
Mattia Valoti,13000,68
Nicolas Cozza,8000,68
Yoel Bárcenas,9000,68
Óscar Gil Regaño,3000,68
Cedric Teuchert,11000,68
José Devecchi,2000,68
Greg Stewart,21000,68
Hugo Miguel Barreto H. Marques,3000,68
José Luis Chunga,1000,68
Daniel Łukasik,10000,68
Korcan Çelikay,8000,68
Sulayman Marreh,7000,68
Jón Daði Böðvarsson,7000,68
Liam Donnelly,3000,68
Toshihiro Aoyama,5000,68
Marvin Schulz,6000,68
Jonathan Levi,3000,68
Robert Piris Da Motta,7000,68
Robin Bormuth,5000,68
Luca Zander,6000,68
Cory Burke,4000,68
Daniel Buballa,7000,68
Brenden Aaronson,2000,68
Christopher Buchtmann,8000,68
José Luís Moreno Barroso,5000,68
Matúš Putnocký,2000,68
Ricardo Jorge Oliveira Valente,5000,68
Santiago Colombatto,6000,68
Andrea Pinamonti,24000,68
Tommi Vaiho,3000,68
Ferhat Kaplan,6000,68
Jason Kerr,3000,68
Ja Ryong Koo,5000,68
Isaac Palazón Camacho,3000,68
Crysencio Summerville,14000,68
Georg Teigl,8000,68
Farouk Miya,7000,68
Joseph Mora,3000,68
Mikel Iribas Aliende,3000,68
Serhii Miakushko,2000,68
Ethan Finlay,4000,68
Jacob Barrett Laursen,9000,68
Jordan Rhodes,9000,68
Cris Martínez,4000,68
David Accam,4000,68
James Sánchez,2000,68
Lennart Grill,10000,68
Esteban Saveljich,3000,68
Filip Dagerstål,2000,68
Franklin Wadja,10000,68
Nuno Miguel Oliveira Borges,5000,68
Didier Moreno,2000,68
Wilson Allan Rosan Dourado,5000,68
Cameron Dawson,5000,68
Jairo Izquierdo González,5000,68
Sieben Dewaele,6000,68
Karim Yoda,9000,68
Jonson Clarke-Harris,6000,68
Milos Vulic,5000,68
Filippo Scaglia,2000,68
Thibault Vlietinck,9000,68
Ignacio Méndez Fernández,4000,68
Julián Carranza,3000,68
Birk Risa,3000,68
Haris Vučkić,5000,68
Christopher Dibon,11000,68
Guillaume Hubert,4000,68
Yuta Toyokawa,4000,68
Cristóbal Márquez Crespo,3000,68
Elbasan Rashani,3000,68
Hadi Sacko,10000,68
Yusuke Segawa,5000,68
Marius Gersbeck,4000,68
Pablo Valcarce Vidal,4000,68
Orlando Carlos Braga de Sá,5000,68
Robin Pröpper,3000,68
Jessy Benet,3000,68
Cameron Carter-Vickers,22000,68
Dion Cools,9000,68
Torgil Gjertsen,3000,68
Pedro José da Silva Trigueira,3000,68
Martin Konczkowski,4000,68
Baptiste Guillaume,3000,68
Jesus Ferreira,2000,68
José Ortíz,4000,68
Ulises Segura,4000,68
Alexandru Chipciu,7000,68
Elio Capradossi,7000,68
Josh Windass,9000,68
Florent Muslija,8000,68
Álvaro Fidalgo Fernández,3000,68
Marley Watkins,17000,68
Jeong Hyeop Lee,4000,68
Victor Lekhal,4000,68
Jon Gorenc Stanković,7000,68
José Bizama,3000,68
Yuki Nogami,5000,68
Emil Bergström,6000,68
Juan del Carmen Cámara Mesa,5000,68
Joshua Zirkzee,15000,68
Renato Augusto Santos Júnior,2000,68
Patrick Herrmann,8000,68
Marko Maroši,12000,68
Iván Vázquez,3000,68
Mattias Svanberg,9000,68
Jhon Fredy Pajoy,1000,68
Mateus dos Santos Castro,3000,68
Getterson Alves dos Santos,5000,68
Pelly-Ruddock Mpanzu,6000,68
Jerson Malagón,1000,68
Frédéric Sammaritano,6000,68
Zhi Zheng,6000,68
José Antonio dos Santos Júnior,5000,68
Liam Lindsay,9000,68
Vebjørn Hoff,2000,68
Walterson Silva,6000,68
Hélder José Castro Ferreira,4000,68
Daiki Hashioka,4000,68
Rubén Miño Peralta,3000,68
Christian Strohdiek,8000,68
Igor Lewczuk,4000,68
Nelson Ibáñez,2000,68
Enrico Valentini,5000,68
Arturo Paganoni,4000,68
Hugo Duro Perales,9000,68
Timothy Weah,11000,68
Andrés Vilches,2000,68
Junior Sambia,11000,68
Fabio González Estupiñán,4000,68
Sean Gannon,2000,68
Michał Karbownik,10000,68
Kaan Kanak,6000,68
Jon Taylor,5000,68
Odilon Kossounou,5000,68
Jérémy Cordoval,3000,68
Yong Woo Park,4000,68
Lukas Fröde,5000,68
Bryan Smeets,5000,68
Mattias Bjärsmyr,2000,68
Will Bruin,4000,68
Justen Glad,3000,68
Ryuji Izumi,5000,68
Daniel Gordon,4000,68
Vittorio Parigini,7000,68
Javier Gandolfi,4000,68
Nikolas Špalek,12000,68
Pape Paye,3000,68
Mihailo Ristić,10000,68
Pierre Bengtsson,8000,68
Dženan Bureković,9000,68
Christian Groß,10000,68
Dingyang Zhou,6000,68
Koray Altınay,6000,68
Sosha Makani,1000,68
João José Pereira da Costa,3000,68
Matthieu Huard,2000,68
Krzysztof Mączyński,4000,68
Kauã Ricardo Zanon Bardini,7000,68
Antonaldo V. Laforte Beretta,10000,68
Jadson José Castrelo Rios,7000,68
Aleix Coch Lucena,4000,68
Bilal Başaçıkoğlu,11000,68
Kerim Mrabti,7000,68
Stuart Findlay,3000,68
Maxime Spano-Rahou,3000,68
Raphael da Silva Arruda,7000,68
Takuya Kida,5000,68
Jakob Jantscher,9000,68
Dejan Sorgić,7000,68
Marvin Olawale Akinlabi Park,36000,68
Benjamin Van Durmen,4000,68
Mads Fenger,3000,68
Iván Villar Martínez,6000,68
Trevor Carson,3000,68
Mustafa Yumlu,9000,68
Alexander Milošević,5000,68
Chaker Alhadhur,3000,68
Joe Rafferty,11000,68
Daniel Lasure Briz,4000,68
Welinton Júnior Ferreira dos Santos,4000,68
Kelle Roos,9000,68
Richard Stearman,11000,68
Michael Sollbauer,6000,68
Atınç Nukan,9000,68
Fran Tudor,3000,68
Cristian Cásseres Jr,2000,68
Romain Bayard,3000,68
Vullnet Basha,2000,68
Luca Palmiero,2000,68
Bastien Toma,5000,68
Marcelo Ortíz,5000,68
Ortwin De Wolf,3000,68
Yojiro Takahagi,5000,68
Daniel Arzani,30000,68
Andrés Iniestra,5000,68
Emanuele Ndoj,12000,68
Callum Elder,3000,68
Sebastián Jurado,13000,68
Mads Emil Madsen,9000,68
Andy Pelmard,9000,68
Alexander Corryn,5000,68
Václav Jemelka,6000,68
Xavier Kouassi,2000,68
Stjepan Kukuruzović,8000,68
Javier Muñoz Jiménez,9000,68
Shay Logan,4000,68
Andreas Wiegel,5000,68
Mattia Sprocati,13000,68
Alexander Gerndt,4000,68
Caner Cavlan,3000,68
Estéfano Arango,3000,68
Álvaro Vallés Rosa,3000,68
Dennis Widgren,2000,68
Josh Scowen,6000,68
Marco João Costa Baixinho,4000,68
Rasmus Lindgren,2000,68
Gadi Kinda,4000,68
Waylon Francis,4000,68
Bogdan Vătăjelu,5000,68
Agustín Fontana,6000,68
Michael Madl,8000,68
Tiago Alves Sales de Lima,2000,68
Kenan Kodro,10000,68
Issa Kabore,18000,68
Ken Matsubara,5000,68
Fabijan Buntić,2000,68
Johan Vásquez,4000,68
Jackson Muleka,6000,68
Max Christiansen,2000,68
Guessouma Fofana,4000,68
Olimpiu Moruțan,5000,68
Nabil Bahoui,4000,68
Emanuel Olivera,5000,68
Marko Bakić,5000,68
Kei Chinen,6000,68
Gael Sandoval,15000,68
Philipe Sampaio Azevedo,4000,68
Keaton Parks,3000,68
Riccardo Piscitelli,4000,68
Maximilian Thalhammer,7000,68
Marc Dal Hende,6000,68
Joaquín Torres,6000,68
Sondre Tronstad,7000,68
Vincent Demarconnay,2000,68
Conor Chaplin,6000,68
Luís Gustavo Evangelista Santos,4000,68
Dominik Fitz,6000,68
Jonathan Borja,22000,68
Paulo Bernard Daineiro Cruz,5000,68
Anton Kochenkov,13000,68
Derrick Williams,15000,68
Moritz Kuhn,4000,68
Florian Wirtz,3000,68
Christian Mafla,2000,68
Curtis Nelson,11000,68
Ben Zolinski,5000,68
Lei Li,8000,68
Nicolás Linares,5000,68
Zaidu Sanusi,4000,68
Luciano Gómez,5000,68
Husein Balic,10000,68
Jeronimo Cacciabue,5000,68
Franco Escobar,3000,68
William Yarbrough,7000,68
Sekou Gassama,8000,68
Alejandro Mula Sánchez,3000,68
Jason Pearce,4000,68
Mario Engels,5000,68
Bryan Henning,5000,68
George Evans,10000,68
Andreas Geipl,9000,68
Leandro Barrera,5000,68
David Mayoral Lastras,10000,68
Abdu Cadri Conté,5000,68
Sebastián Martínez,4000,68
Dara O'Shea,18000,68
Déiber Caicedo,1000,68
Ľubomír Guldan,3000,68
Matty Pearson,6000,68
Mickey van der Hart,3000,68
Niklas Landgraf,2000,68
Javier Castellano Betancor,4000,68
Paweł Olkowski,6000,68
Hamza Sakhi,3000,68
Wout Brama,4000,68
Rey Manaj,41000,68
Dennis Pineda,3000,68
Murray Wallace,6000,68
Marcus Tavernier,6000,68
Pape Maly Diamanka,5000,68
Amara Baby,6000,68
Armando Sadiku,7000,68
Vitaly Janelt,13000,68
Viktor Elm,2000,68
Ignacio Gil,3000,68
Felipe Gallegos,7000,68
Joseph Okumu,2000,68
Richard Tait,3000,68
Christian Santos,7000,68
Thomas Lam,4000,68
Caner Osmanpaşa,7000,68
Francisco Neto Ramos,5000,68
Renato Peter Rochela Costa,14000,68
Oliver Skipp,13000,68
Daniel Hernández,3000,68
Alan Mendoza,5000,68
Giulian Biancone,11000,68
Cristhian Paredes,3000,68
Leonardo Balerdi,12000,68
Ismaila Soro,15000,68
Radosław Majecki,8000,68
Éric Vandenabeele,3000,68
Alexandre Letellier,19000,68
Zakaria Bakkali,9000,68
Christoph Riegler,4000,68
Vasco Regini,8000,68
Kenji-Van Boto,3000,68
Hayden Coulson,6000,68
Alejandro López Moreno,3000,68
Ferdi Kadioglu,16000,68
Rodrigo Vieira Fernandes,3000,68
Kolbeinn Sigþórsson,4000,68
Carlos Apna Embaló,6000,68
Álvaro Aguado Méndez,7000,68
Anderson Patric Aguiar Oliveira,6000,68
Borja López Menéndez,4000,68
Jakub Świerczok,5000,68
Paweł Dawidowicz,9000,68
Luca Mora,8000,68
Maximiliano Comba,7000,68
Gianluca Gaudino,8000,68
Stéphane Diarra,9000,68
Nouhou Tolo,3000,68
Mattéo Tramoni,9000,68
Tian Ming,5000,68
Jurriën Timber,3000,68
Damian Dąbrowski,3000,68
Boubacar Fofana,5000,68
Dimitrij Nazarov,5000,68
Luka Zahović,3000,68
Lee Wallace,4000,68
Gianluca Ferrari,7000,68
Manuel Barreiro Bustelo,5000,68
İlhan Depe,6000,68
Enzo Coacci,5000,68
Matt Polster,3000,68
Sergiu Buș,8000,68
Jacob Sørensen,4000,68
Riad Nouri,2000,68
Enrico Brignola,10000,68
Pathé Ciss,3000,68
Ousmane Kanté,4000,68
Sander Svendsen,6000,68
Alparslan Erdem,6000,68
Stefan Aškovski,5000,68
Boris Radunović,11000,68
Maxence Prévot,2000,68
Alan Power,4000,68
Julián Javier Delmás Germán,3000,68
Diego Fabbrini,3000,68
Adam Bareiro,15000,68
Anders Konradsen,4000,68
Aldair Fuentes,3000,68
Pelle van Amersfoort,4000,68
Luis Caicedo,3000,68
Kazuya Miyahara,2000,68
Darius Olaru,6000,68
Alexander Meyer,5000,68
David Pisot,5000,68
Panagiotis Vlachodimos,4000,68
Harrison Manzala,6000,68
Deiver Machado,3000,68
Bruno Duarte da Silva,4000,68
Lalas Abubakar,3000,68
Bailey Wright,6000,68
Ofir Marciano,3000,68
Giovanni Troupée,5000,68
Ilias Chair,4000,68
Aziz Bouhaddouz,4000,68
Daniel Arreola,4000,68
Gabriel Vașvari,5000,68
Ricardo José Araújo Ferreira,3000,68
Souleyman Doumbia,7000,68
Noriaki Fujimoto,5000,68
Joe Mattock,15000,68
Jakob Ahlmann,6000,68
Aleksandar Radovanović,14000,68
Fashion Sakala,5000,68
Eugenio Isnaldo,7000,68
Quentin Boisgard,10000,68
Amine Bassi,3000,68
Mateo Carabajal,4000,68
Jesús Zavala,5000,68
Mateo Barać,10000,68
Cătălin Căbuz,3000,68
Mason Bennett,6000,68
Fabian Bordagaray,7000,68
Junio Ricardo da Rocha,4000,68
Gastón Sauro,8000,68
Julius Biada,4000,68
Emanuel Taffertshofer,3000,68
Aleksandar Vukotić,4000,68
Birkir Bjarnason,14000,68
Facundo Nadalín,5000,68
Nicholas Ioannou,15000,68
Álvaro Barreal,2000,68
Aboubakary Kanté,3000,68
Francesco Cassata,6000,68
Gonzalo Villar del Fraile,7000,68
Sheraldo Becker,12000,68
Moussa Koné,9000,68
Florian Jozefzoon,12000,68
Claudio Terzi,6000,68
Dimitri Oberlin,7000,68
Ji Soo Park,9000,68
Tobias Mohr,9000,68
Diego Johannesson,5000,68
Lamine Fomba,7000,68
Mathieu Maertens,6000,68
José Andrés Rodriguez Gaitán,4000,68
Liam Kelly,3000,68
Hiroki Miyazawa,3000,68
Lamine Gueye,8000,68
Juan Aguilera Núñez,4000,68
Souleymane Karamoko,3000,68
Jean Armel Drolè,7000,68
Hiroto Goya,5000,68
Tiago Emanuel Embaló Djaló,9000,68
Korey Smith,12000,68
Riki Harakawa,2000,68
Moustapha Name,4000,68
Keisuke Osako,2000,68
Waldemar Sobota,4000,68
Benjamin Kessel,6000,68
Fabricio Fontanini,6000,68
Barış Yardımcı,7000,68
Jan Van den Bergh,5000,68
Damien Marcq,6000,68
Raúl Lizoain Cruz,3000,68
Adam Buksa,4000,68
Kristoffer Haugen,3000,68
Joseph Minala,17000,68
Rob Dickie,4000,68
Nicolai Rapp,9000,68
Yerko Urra,2000,68
Sebastian Kowalczyk,3000,68
Jamal Lowe,11000,68
Jakob Glesnes,3000,68
Alexandre Coeff,3000,68
Josh Harrop,10000,68
Soon Hyung Kwon,3000,68
Jon Errasti Zabaleta,4000,68
Michael Boxall,3000,68
Domingos Quina,6000,68
Yuki Kagawa,2000,68
Jean-Pascal Fontaine,4000,68
Álvaro Vázquez García,5000,68
Bror Blume,6000,68
César Valenzuela,4000,68
Eladio Zorrilla Jiménez,4000,68
Stiven Plaza,7000,68
Arthur Desmas,2000,68
Alex Pearce,6000,68
Joachim Thomassen,2000,68
Shu Kurata,6000,68
Érick Torres,4000,68
Daiki Suga,2000,68
Aythami Artiles Oliva,4000,68
Sacha Kljestan,4000,68
Alejandro Pérez Navarro,4000,68
Joe Rothwell,16000,68
Marcelo Hermes,4000,68
Dereck Kutesa,10000,68
Ricardo Márquez,2000,68
Michael Zullo,4000,68
Marco Meyerhöfer,4000,68
Niklas Lomb,15000,68
Kenji Gorré,5000,68
Dianzuo Liu,7000,68
Matthew Millar,2000,68
Jordan Lotomba,9000,68
Arsène Elogo,3000,68
Phil Neumann,6000,68
Jon McLaughlin,14000,68
Tatsuhiro Sakamoto,3000,68
Dejan Stojanović,6000,68
Alessandro Ciranni,4000,68
Sergio Henrique Santos Gomes,4000,68
Aldo Kalulu,6000,68
Thierry Ambrose,8000,68
Yūki Mutō,6000,68
Orlando Rubén Yáñez Alabart,8000,68
Tatsuya Hasegawa,6000,68
Mateo Retegui,6000,68
Josip Juranović,4000,68
Karim Hafez,5000,68
Jodel Dossou,3000,68
Hauke Wahl,8000,68
Joel Soñora,6000,68
Miles Robinson,3000,68
Ugo Bonnet,3000,68
Fabian Schleusener,6000,68
Taiyo Koga,3000,68
Ryohei Shirasaki,5000,68
Halil Akbunar,10000,68
Giovanni Crociata,5000,68
Mihai Răduț,5000,68
Darijan Bojanić,3000,68
Lassana Coulibaly,7000,68
Espen Ruud,2000,68
Anto Grgić,11000,68
Enoch Kofi Adu,4000,68
Atakan Üner,18000,68
Fagner Ironi Daponte,8000,68
Sun Tae Kwoun,2000,68
Roger Ibañez Da Silva,6000,68
Rodney Kongolo,3000,68
Phillipp Steinhart,1000,68
Franz Brorsson,3000,68
Ali Al Bulayhi,13000,68
Paulo Fred Mesqueira Serpa,9000,68
César Quintero,1000,68
Tyler Miller,3000,68
Hervin Ongenda,5000,68
Hassan Amin,1000,68
Samuel Oum Gouet,5000,68
Alexandro Marco Craninx Joostens,2000,68
Aaron Meijers,4000,68
Yohan Croizet,7000,68
Jason McCarthy,5000,68
Alex Muyl,3000,68
Luis Malagón,4000,68
Eduardo Tercero,13000,68
Emmanuel Apeh,5000,68
Benedikt Pichler,7000,68
Ricardo Chávez,5000,68
Chris Wondolowski,3000,68
Yoan Cardinale,10000,68
Brede Mathias Moe,2000,68
Stephen Ward,5000,68
Lassina Traoré,4000,68
Zhongguo Chi,8000,68
Cyrille Bayala,13000,68
Iker Losada Aragunde,4000,68
Benedikt Zech,3000,68
Cédric Kipré,22000,68
Nicolas Raskin,4000,68
Andrei Miron,6000,68
Anderson Oliveira Silva,5000,68
Leon Guwara,5000,68
Mouhamadou-Naby Sarr,11000,68
Zymer Bytyqi,2000,68
Dennis Eckert Ayensa,4000,68
Guglielmo Vicario,8000,68
Cédric Avinel,3000,68
Abdón Prats Bastidas,5000,68
Luciano Lollo,6000,68
Bill Tuiloma,3000,68
Damil Dankerlui,4000,68
Giorgi Arabidze,5000,68
Jóan Símun Edmundsson,10000,68
Christian Bolaños,1000,68
Valentin Costache,6000,68
Richárd Magyar,3000,68
Ben Halloran,3000,68
Yanick Brecher,5000,68
Sebastian Nachreiner,6000,68
Kyung Won Kwon,2000,68
Fred Kauê Soidares Lima,5000,68
Yannick Thoelen,5000,68
Stefan Savić,3000,68
Diogo Mateus Rodrigues Maciel,5000,68
Javier Hernández Carrera,5000,68
Radu Boboc,3000,68
Umut Bulut,5000,68
Lasse Vigen,8000,68
Diego Valoyes,6000,68
Alper Uludağ,7000,68
Sebastian Walukiewicz,8000,68
Petar Škuletić,13000,68
Robin Söder,3000,68
Kaio Jesus Aldair Porto,6000,68
Zinédine Machach,18000,68
Pierre Gibaud,4000,68
Florian Ballas,4000,68
Mathias Honsak,7000,68
Simao Mate Junior,2000,68
Sarpreet Singh,3000,68
David Button,21000,68
Lasse Nielsen,3000,68
Modou Diagne,6000,68
Daniel Saggiomo,5000,68
Lucian Filip,7000,68
George Long,3000,68
Fatih Öztürk,16000,68
Cătălin Golofca,7000,68
Cristián Cuevas,3000,68
Michaël Barreto,3000,68
Tarkan Serbest,6000,68
Danilho Doekhi,6000,68
Hugo Filipe da Costa Oliveira,5000,68
Juan Fuentes,6000,68
Róbert Pich,4000,68
Ousseynou Thioune,3000,68
Emiliano Marcondes,16000,68
Fabrice Ondoa,3000,68
Kazuya Yamamura,5000,68
Jacob Christensen,3000,68
Petteri Forsell,2000,68
Jamie Murphy,19000,68
Kosuke Ota,3000,68
Thomas Rogne,4000,68
Marco Fossati,2000,68
Kunimitsu Sekiguchi,3000,68
Xiaoting Feng,9000,68
Ramiro González,9000,68
Ronald de la Fuente,4000,68
Freek Heerkens,4000,68
Eamonn Brophy,3000,68
Sam Johnson,4000,68
Timo Hübers,8000,68
Julien Masson,2000,68
Neyder Lozano,9000,68
Iker Undabarrena,4000,68
Valerian Gvilia,6000,68
Julian Green,5000,68
Martín Cauteruccio,8000,68
Lautaro Geminiani,6000,68
Geoffry Hairemans,7000,68
Nick Marsman,5000,68
Erhun Oztumer,5000,68
Damian Roßbach,2000,68
Chris Burke,3000,68
Fábio Alexandre Silva Nunes,4000,68
Adrián Mora,7000,68
Bartosz Rymaniak,4000,68
Helio Paulo Caldeira Andrade,7000,68
Alexander Merkel,7000,68
Aiden O'Brien,6000,68
